hr,weather,temperature,relative-humidity,windspeed,year,month,dayofweek,log_total_users
20,clear,71.8,42.0,19.0,2011,November,Thursday,7.675546002537848
0,clear,81.9,77.0,0.0,2011,October,Monday,5.921578419643816
21,clear,109.0,62.0,11.0,2011,July,Thursday,7.818832443803404
8,cloudy,76.9,56.00000000000001,7.0,2012,November,Thursday,9.078521797355334
9,light snow/rain,59.9,93.0,7.0,2011,January,Saturday,5.568344503761097
4,cloudy,59.9,59.0,0.0,2011,January,Saturday,4.174387269895637
0,clear,85.3,82.0,9.0,2012,October,Saturday,7.324489979348532
7,light snow/rain,59.9,93.0,11.0,2012,January,Saturday,4.976733742420574
23,clear,98.9,83.0,6.0,2012,August,Sunday,6.816735880594968
1,clear,102.2,54.0,0.0,2012,June,Thursday,5.545177444479562
20,clear,95.5,64.0,9.0,2012,October,Tuesday,8.444837529224097
19,cloudy,100.5,50.0,13.0,2012,March,Thursday,8.534640105019959
3,clear,102.2,83.0,6.0,2012,July,Tuesday,4.23410650459726
18,clear,81.9,71.0,11.0,2011,November,Wednesday,8.705662478796427
21,clear,114.1,63.0,9.0,2011,July,Sunday,7.457609289715606
22,clear,71.8,61.0,0.0,2011,December,Thursday,7.188412736496954
20,clear,59.9,50.0,22.0,2011,January,Wednesday,6.580639137284949
14,clear,78.5,50.0,26.0,2012,January,Saturday,8.286269452783065
5,clear,78.5,62.0,17.0,2012,April,Monday,5.517452896464707
22,clear,68.4,52.0,17.0,2011,November,Thursday,6.99117688712121
23,clear,85.3,88.0,7.0,2012,October,Friday,7.390798521735676
0,light snow/rain,83.6,82.0,7.0,2012,April,Monday,5.225746673713202
7,clear,102.2,94.0,6.0,2012,September,Sunday,6.159095388491933
6,clear,100.5,78.0,9.0,2012,August,Wednesday,7.769378609513984
5,clear,93.8,88.0,15.0,2011,May,Saturday,4.276666119016055
23,clear,93.8,56.00000000000001,15.0,2012,March,Monday,6.638567789166521
19,clear,90.4,34.0,24.0,2012,April,Monday,8.569026340056254
11,cloudy,66.7,93.0,13.0,2011,February,Wednesday,6.472346294500901
14,clear,83.6,47.0,20.0,2011,November,Friday,7.7354333524996886
20,cloudy,98.9,69.0,9.0,2011,May,Monday,7.853604813097837
11,cloudy,93.8,43.0,9.0,2011,May,Tuesday,7.3277805384216315
7,cloudy,76.9,56.99999999999999,11.0,2012,November,Thursday,8.598220030058611
16,clear,124.2,29.0,11.0,2012,July,Tuesday,8.427049641563272
14,clear,78.5,40.0,11.0,2012,November,Monday,7.769800996003896
19,cloudy,100.5,53.0,6.0,2012,October,Wednesday,8.872767529910936
22,clear,90.4,59.0,13.0,2012,April,Thursday,8.02322468471667
9,clear,75.2,56.99999999999999,11.0,2012,March,Friday,8.293049139768444
10,clear,100.5,65.0,28.0,2012,June,Thursday,7.620214770574455
1,clear,103.9,82.0,9.0,2012,September,Tuesday,5.402677381872279
12,cloudy,110.7,45.0,20.0,2012,June,Monday,8.027476530860483
17,light snow/rain,71.8,87.0,15.0,2012,October,Tuesday,7.313220387090301
4,clear,97.2,73.0,11.0,2011,July,Friday,4.770684624465665
5,cloudy,90.4,68.0,19.0,2012,September,Wednesday,6.570882962339584
20,clear,97.2,49.0,11.0,2012,March,Tuesday,8.36380888451688
23,light snow/rain,76.9,81.0,31.0,2012,April,Sunday,5.384495062789089
22,clear,105.6,42.0,11.0,2011,June,Thursday,7.798112628829788
6,cloudy,81.9,94.0,0.0,2012,March,Thursday,7.247080584585756
11,cloudy,105.6,61.0,0.0,2012,May,Friday,7.970740390007095
21,clear,95.5,83.0,0.0,2011,May,Monday,7.6624678152002375
15,clear,90.4,42.0,30.0,2012,October,Friday,8.53503310954457
16,light snow/rain,81.9,94.0,13.0,2011,December,Wednesday,5.958424693029782
21,clear,102.2,61.0,9.0,2011,August,Sunday,7.630461261783627
3,cloudy,80.2,87.0,7.0,2012,December,Sunday,6.285998094508865
1,clear,68.4,60.0,19.0,2011,December,Thursday,4.836281906951478
21,clear,115.8,52.0,9.0,2012,July,Friday,8.14351740579748
2,clear,73.5,81.0,0.0,2012,November,Saturday,6.331501849893691
21,cloudy,71.8,87.0,7.0,2012,October,Tuesday,6.694562058521095
16,cloudy,100.5,73.0,17.0,2012,May,Monday,8.246958032568177
10,light snow/rain,63.3,86.0,20.0,2012,December,Wednesday,4.634728988229636
19,clear,95.5,64.0,19.0,2012,March,Saturday,8.410498452745275
16,clear,78.5,22.0,11.0,2011,March,Tuesday,7.4342573821331355
19,cloudy,80.2,82.0,22.0,2011,November,Tuesday,8.076515327552329
14,clear,98.9,23.0,15.0,2012,May,Friday,8.200288260287554
21,clear,98.9,69.0,0.0,2012,October,Thursday,8.289037098278483
0,clear,102.2,65.0,15.0,2011,July,Sunday,7.259116128097101
4,clear,81.9,77.0,19.0,2012,October,Sunday,4.969813299576001
2,cloudy,83.6,77.0,15.0,2011,May,Monday,5.87493073085203
7,clear,80.2,50.0,13.0,2012,April,Monday,8.412054873292933
11,light snow/rain,88.7,88.0,20.0,2011,November,Tuesday,4.9344739331306915
3,clear,102.2,83.0,11.0,2011,June,Friday,4.127134385045092
22,cloudy,78.5,94.0,7.0,2012,December,Saturday,7.572502985020384
18,clear,75.2,46.0,22.0,2011,April,Friday,7.978996370854115
2,clear,68.4,60.0,22.0,2011,February,Sunday,5.54907608489522
0,light snow/rain,95.5,88.0,20.0,2012,May,Monday,6.095824562432225
15,clear,76.9,50.0,17.0,2012,December,Tuesday,6.983789965258135
13,clear,105.6,79.0,7.0,2011,August,Thursday,6.093569770045136
15,clear,81.9,35.0,20.0,2012,November,Saturday,8.714403360703942
13,light snow/rain,97.2,88.0,0.0,2011,September,Wednesday,4.8283137373023015
17,clear,70.1,48.0,15.0,2011,January,Tuesday,7.900636613018005
10,clear,92.1,45.0,17.0,2012,September,Sunday,8.617400451833262
10,clear,66.7,67.0,13.0,2011,December,Monday,7.195937226475569
10,clear,110.7,57.99999999999999,13.0,2012,July,Thursday,7.751475318021456
15,clear,100.5,41.0,11.0,2012,September,Sunday,8.690305809124883
21,clear,114.1,59.0,17.0,2012,August,Saturday,8.064007347096661
15,clear,100.5,65.0,13.0,2012,May,Wednesday,8.010027528481734
20,clear,105.6,79.0,17.0,2011,August,Sunday,7.6511201757027
12,clear,85.3,55.00000000000001,11.0,2011,November,Wednesday,7.722234744709607
9,clear,70.1,45.0,24.0,2012,February,Tuesday,7.996317231796746
21,clear,100.5,65.0,9.0,2012,May,Tuesday,8.154212694914229
15,clear,85.3,44.0,9.0,2011,February,Sunday,7.939871576361883
14,cloudy,87.0,59.0,19.0,2011,March,Saturday,7.644919344958857
13,clear,88.7,31.0,7.0,2012,October,Thursday,8.159946655578548
14,cloudy,107.3,37.0,28.0,2012,June,Wednesday,8.18060094759445
18,clear,103.9,65.0,30.0,2011,April,Tuesday,8.775858314797526
5,clear,78.5,87.0,0.0,2012,November,Monday,5.720311776607412
23,clear,93.8,52.0,7.0,2012,June,Saturday,7.927685045615778
14,cloudy,110.7,52.0,20.0,2012,August,Wednesday,7.917900586327916
7,clear,81.9,71.0,11.0,2011,October,Wednesday,8.241703159729818
18,clear,120.8,35.0,0.0,2012,June,Saturday,8.25712628599743
4,clear,73.5,81.0,6.0,2011,November,Thursday,3.8918202981106265
11,cloudy,90.4,77.0,9.0,2012,March,Saturday,8.73985662749357
11,clear,100.5,36.0,28.0,2012,June,Tuesday,7.9287663216266955
0,cloudy,97.2,78.0,11.0,2012,June,Tuesday,6.045005314036012
8,cloudy,110.7,79.0,11.0,2011,July,Thursday,8.47886807709457
10,clear,93.8,52.0,13.0,2012,September,Wednesday,7.7664168980196555
13,clear,76.9,53.0,17.0,2011,March,Friday,7.170119543449628
23,clear,114.1,59.0,7.0,2011,July,Saturday,7.078341579557671
10,clear,75.2,53.0,13.0,2012,November,Friday,7.774435510302958
20,cloudy,73.5,56.99999999999999,19.0,2011,November,Wednesday,7.79934339821592
18,clear,80.2,62.0,6.0,2012,January,Tuesday,8.576593534697684
12,cloudy,78.5,40.0,11.0,2011,October,Friday,7.823245690685523
11,clear,71.8,45.0,0.0,2011,February,Saturday,7.301822342137932
11,clear,92.1,77.0,0.0,2012,May,Thursday,7.786136437783072
0,clear,75.2,42.0,11.0,2012,February,Saturday,6.990256500493881
5,clear,68.4,60.0,15.0,2012,February,Friday,5.41610040220442
1,cloudy,81.9,82.0,22.0,2012,March,Friday,5.762051382780177
19,cloudy,80.2,71.0,6.0,2011,November,Saturday,7.389563953677635
18,clear,75.2,61.0,0.0,2011,December,Friday,8.312135107648412
20,cloudy,75.2,42.0,0.0,2011,February,Sunday,6.154858094016418
22,clear,88.7,51.0,0.0,2012,April,Wednesday,7.769800996003896
9,light snow/rain,93.8,83.0,17.0,2011,May,Wednesday,7.810758116529357
9,clear,100.5,56.99999999999999,11.0,2012,June,Saturday,8.248790733696413
17,clear,80.2,37.0,6.0,2012,February,Friday,8.726967774991493
9,cloudy,66.7,93.0,6.0,2011,February,Wednesday,7.360103972989152
22,clear,107.3,70.0,7.0,2012,August,Wednesday,8.166784289056151
22,cloudy,81.9,77.0,20.0,2011,March,Saturday,6.588926477533519
6,cloudy,103.9,89.0,6.0,2011,June,Wednesday,7.389563953677635
9,cloudy,63.3,64.0,6.0,2011,January,Tuesday,7.499423290592229
18,clear,98.9,56.99999999999999,20.0,2012,March,Saturday,8.691986481789401
1,clear,102.2,83.0,7.0,2012,July,Sunday,7.47477218239787
20,light snow/rain,80.2,71.0,15.0,2012,October,Monday,7.947325027016463
9,clear,78.5,54.0,11.0,2012,March,Monday,8.16961956172385
10,clear,105.6,74.0,19.0,2011,May,Thursday,7.353081920515432
22,clear,105.6,65.0,13.0,2011,August,Wednesday,7.623153068476902
9,cloudy,76.9,71.0,0.0,2012,November,Tuesday,8.31090675716845
17,clear,88.7,34.0,17.0,2011,November,Saturday,8.057060681965766
8,cloudy,97.2,73.0,17.0,2011,June,Sunday,7.034387929915503
10,light snow/rain,80.2,94.0,0.0,2011,November,Tuesday,6.459904454377535
21,clear,109.0,79.0,11.0,2011,June,Wednesday,8.014004994779459
14,light snow/rain,66.7,87.0,30.0,2011,October,Saturday,5.934894195619588
7,cloudy,80.2,86.0,15.0,2011,November,Friday,8.047189562170502
13,clear,122.5,27.0,7.0,2012,July,Friday,8.074337694089515
10,clear,103.9,79.0,11.0,2012,May,Friday,7.8636512654486515
8,cloudy,66.7,87.0,9.0,2011,March,Wednesday,8.061802274538348
18,cloudy,115.8,46.0,17.0,2012,August,Thursday,9.217514575724183
8,cloudy,93.8,43.0,22.0,2011,June,Friday,8.755264763314685
23,cloudy,73.5,93.0,15.0,2011,February,Thursday,6.4425401664681985
15,clear,119.2,39.0,19.0,2011,August,Tuesday,7.489412083508719
18,cloudy,93.8,64.0,19.0,2012,October,Saturday,8.537387898701757
5,cloudy,85.3,88.0,17.0,2012,May,Thursday,5.60947179518496
1,clear,90.4,83.0,6.0,2012,March,Wednesday,5.752572638825633
15,cloudy,97.2,60.0,15.0,2011,September,Monday,7.6783263565068856
5,clear,71.8,70.0,13.0,2012,April,Tuesday,5.652489180268651
23,clear,107.3,66.0,11.0,2012,August,Tuesday,7.5256399750415355
5,cloudy,75.2,76.0,28.0,2012,December,Friday,5.099866427824199
14,light snow/rain,97.2,94.0,31.0,2012,September,Tuesday,7.434847875211999
3,clear,105.6,79.0,11.0,2011,August,Monday,4.007333185232471
19,clear,105.6,65.0,13.0,2011,May,Saturday,7.891704659330107
10,clear,122.5,39.0,20.0,2012,June,Friday,7.617267813628347
22,clear,65.0,64.0,6.0,2011,January,Tuesday,6.100318952020064
23,clear,75.2,87.0,6.0,2011,November,Sunday,6.405228458030842
13,cloudy,78.5,25.0,7.0,2011,March,Tuesday,7.025538314638521
0,clear,75.2,76.0,11.0,2011,November,Friday,5.802118375377063
6,cloudy,92.1,88.0,17.0,2011,October,Wednesday,7.266128779556451
9,cloudy,90.4,83.0,13.0,2012,October,Thursday,8.370547611074752
17,clear,120.8,32.0,11.0,2012,August,Friday,8.888894669371593
9,clear,66.7,75.0,6.0,2012,November,Friday,8.339261982923576
15,light snow/rain,102.2,89.0,20.0,2011,September,Thursday,7.4205789054108005
17,clear,107.3,42.0,13.0,2011,August,Tuesday,8.932212512329214
1,clear,71.8,36.0,17.0,2012,March,Saturday,6.492239835020471
8,clear,85.3,47.0,28.0,2012,March,Thursday,9.03013657115323
12,clear,75.2,53.0,24.0,2011,April,Friday,7.044032897274685
15,clear,119.2,25.0,22.0,2012,June,Thursday,7.899524472032198
22,cloudy,93.8,56.00000000000001,15.0,2012,March,Monday,7.392031567514591
3,clear,97.2,88.0,7.0,2011,August,Friday,4.804021044733257
1,clear,65.0,75.0,0.0,2012,January,Friday,4.5217885770490405
12,cloudy,109.0,62.0,6.0,2011,August,Friday,7.848153086199526
23,cloudy,90.4,77.0,13.0,2011,October,Tuesday,6.773080375655535
22,clear,73.5,81.0,0.0,2012,January,Tuesday,7.3427791893318455
8,clear,75.2,81.0,9.0,2011,December,Saturday,6.39024066706535
4,clear,93.8,94.0,15.0,2011,April,Wednesday,4.3694478524670215
0,cloudy,81.9,88.0,17.0,2011,November,Thursday,5.69035945432406
16,clear,114.1,59.0,15.0,2011,June,Tuesday,8.288785810426928
7,clear,90.4,83.0,7.0,2012,October,Friday,8.611411866655219
22,clear,95.5,56.00000000000001,24.0,2011,November,Monday,7.2196420401307355
11,light snow/rain,71.8,87.0,20.0,2012,November,Tuesday,6.697034247666484
15,clear,110.7,66.0,19.0,2012,May,Saturday,8.522379718103538
21,clear,70.1,38.0,15.0,2011,March,Monday,6.539585955617669
18,clear,78.5,50.0,24.0,2012,December,Wednesday,8.890135107818843
23,cloudy,110.7,70.0,6.0,2011,July,Sunday,6.343880434126331
18,clear,97.2,43.0,13.0,2012,June,Tuesday,9.170247278409738
14,clear,90.4,34.0,26.0,2011,April,Sunday,8.207946941048617
11,clear,83.6,67.0,13.0,2011,November,Thursday,7.302496423727326
10,cloudy,90.4,77.0,0.0,2012,May,Thursday,7.583756300707112
2,clear,107.3,74.0,6.0,2012,July,Sunday,6.948897222313312
13,clear,122.5,35.0,0.0,2012,July,Wednesday,8.59877317840866
22,clear,90.4,83.0,11.0,2012,March,Wednesday,7.749322464660356
9,clear,98.9,61.0,17.0,2012,September,Sunday,8.125039097367745
15,cloudy,80.2,40.0,28.0,2012,November,Friday,8.20903626577507
3,cloudy,76.9,93.0,7.0,2012,December,Saturday,5.811140992976701
17,clear,105.6,41.0,20.0,2012,September,Wednesday,9.33591519488425
0,clear,78.5,76.0,0.0,2012,October,Wednesday,6.444131256700441
3,clear,98.9,83.0,6.0,2012,August,Thursday,4.532599493153256
1,clear,73.5,93.0,7.0,2011,November,Tuesday,4.770684624465665
9,cloudy,88.7,94.0,6.0,2012,March,Thursday,8.264620829411216
8,clear,66.7,75.0,9.0,2012,November,Thursday,7.037905963447182
7,cloudy,75.2,87.0,9.0,2012,April,Sunday,5.726847747587197
2,clear,93.8,83.0,7.0,2012,June,Friday,5.278114659230517
16,cloudy,63.3,80.0,20.0,2012,January,Saturday,7.31455283232408
3,clear,68.4,48.0,17.0,2011,November,Saturday,5.159055299214529
20,clear,97.2,31.0,13.0,2011,February,Friday,7.31455283232408
17,clear,98.9,53.0,13.0,2011,September,Friday,8.869960510523953
13,clear,110.7,48.0,7.0,2012,August,Thursday,8.106212902619962
9,clear,92.1,60.0,17.0,2012,September,Wednesday,8.423980809694058
10,clear,109.0,33.0,7.0,2011,August,Friday,7.257707677160043
11,cloudy,119.2,63.0,20.0,2011,July,Thursday,7.099201743553092
23,cloudy,61.6,51.0,11.0,2011,January,Friday,5.236441962829949
20,clear,110.7,66.0,11.0,2012,August,Monday,8.596189197642735
5,clear,107.3,70.0,11.0,2012,July,Wednesday,6.342121418721152
7,clear,100.5,69.0,7.0,2012,June,Sunday,6.656726524178391
13,cloudy,75.2,42.0,0.0,2012,December,Wednesday,8.000684784514748
22,clear,68.4,60.0,7.0,2012,February,Sunday,7.794411205726601
11,clear,97.2,43.0,17.0,2012,September,Wednesday,7.988542982737695
21,clear,80.2,87.0,0.0,2011,November,Wednesday,7.618742377670413
17,clear,88.7,63.0,9.0,2011,October,Sunday,8.215817791832453
15,clear,112.4,43.0,24.0,2011,August,Sunday,8.550627967502475
0,cloudy,103.9,69.0,11.0,2012,May,Sunday,7.310550158534422
1,clear,93.8,60.0,9.0,2012,March,Thursday,5.8377304471659395
9,clear,115.8,56.00000000000001,26.0,2011,July,Sunday,7.466799475018602
17,clear,92.1,37.0,15.0,2012,October,Saturday,8.91139510724569
15,clear,59.9,26.0,30.0,2011,January,Friday,6.704414354964107
10,cloudy,66.7,52.0,6.0,2012,January,Thursday,6.99117688712121
15,cloudy,71.8,49.0,13.0,2012,February,Sunday,7.930565854233965
12,clear,92.1,39.0,22.0,2012,October,Sunday,8.90449432889673
2,light snow/rain,100.5,78.0,13.0,2012,August,Saturday,6.903747257584598
12,light snow/rain,75.2,71.0,24.0,2012,April,Monday,7.382746449738912
11,clear,85.3,51.0,0.0,2012,April,Sunday,8.427924723658055
23,clear,81.9,71.0,13.0,2012,November,Sunday,7.183111701743281
10,light snow/rain,78.5,82.0,22.0,2012,April,Sunday,6.710523109452428
21,cloudy,75.2,81.0,7.0,2012,February,Thursday,7.5310163320779155
8,clear,66.7,70.0,9.0,2012,January,Friday,8.656085190282855
21,clear,97.2,28.000000000000004,7.0,2012,May,Friday,8.082093278178382
14,clear,102.2,39.0,9.0,2012,September,Sunday,8.84043543926657
19,clear,103.9,34.0,19.0,2012,June,Sunday,8.554488976159934
0,clear,95.5,53.0,7.0,2012,May,Sunday,7.578145472419466
12,clear,102.2,39.0,20.0,2012,June,Sunday,8.886547412512042
1,clear,115.8,52.0,7.0,2011,July,Saturday,6.720220155135295
0,clear,98.9,73.0,7.0,2011,August,Monday,5.883322388488279
15,cloudy,83.6,77.0,20.0,2011,January,Saturday,7.079184394609668
5,clear,105.6,89.0,13.0,2011,August,Sunday,4.110873864173311
8,clear,66.7,65.0,19.0,2011,March,Wednesday,8.08825472712243
20,clear,85.3,31.0,11.0,2012,April,Monday,8.290041618704489
13,clear,85.3,33.0,26.0,2012,April,Friday,8.13622555490846
9,cloudy,107.3,79.0,15.0,2012,September,Tuesday,8.300031711779575
20,light snow/rain,93.8,88.0,9.0,2011,May,Wednesday,7.874358824729881
17,cloudy,87.0,48.0,26.0,2011,October,Thursday,8.712595487748722
18,clear,115.8,34.0,17.0,2012,June,Sunday,8.669227347271736
19,clear,93.8,73.0,6.0,2011,October,Sunday,8.081475040137052
14,clear,73.5,36.0,13.0,2012,February,Monday,8.033009498596668
1,cloudy,103.9,54.0,6.0,2012,June,Sunday,7.258412150595307
6,cloudy,95.5,94.0,13.0,2011,May,Tuesday,7.242082359256962
17,clear,81.9,32.0,22.0,2012,February,Friday,8.67060073804555
10,light snow/rain,92.1,88.0,17.0,2012,May,Monday,6.593044534142437
16,clear,73.5,39.0,28.0,2011,November,Thursday,7.819636302367592
17,clear,109.0,30.0,6.0,2012,May,Saturday,8.774158291205957
3,cloudy,76.9,62.0,9.0,2011,November,Sunday,5.746203190540153
10,clear,97.2,53.0,20.0,2012,June,Saturday,8.620651899784468
1,clear,97.2,78.0,6.0,2012,September,Thursday,5.484796933490655
22,cloudy,98.9,94.0,7.0,2012,October,Tuesday,7.990576881743923
10,clear,71.8,49.0,13.0,2012,November,Tuesday,7.917900586327916
0,clear,83.6,51.0,9.0,2012,October,Thursday,6.29156913955832
2,cloudy,103.9,65.0,13.0,2012,June,Tuesday,4.394449154672439
22,clear,71.8,65.0,9.0,2012,February,Monday,7.01211529430638
10,cloudy,117.5,49.0,13.0,2012,July,Tuesday,7.522400231387125
7,cloudy,71.8,93.0,13.0,2011,March,Wednesday,7.22983877815125
2,light snow/rain,75.2,100.0,7.0,2011,March,Friday,3.912023005428146
9,cloudy,92.1,88.0,6.0,2011,May,Thursday,7.851271997109883
20,clear,124.2,42.0,17.0,2012,June,Friday,8.212568398234145
16,clear,81.9,38.0,13.0,2012,February,Wednesday,7.990576881743923
18,cloudy,80.2,94.0,6.0,2012,December,Monday,8.780018887869153
17,clear,83.6,35.0,19.0,2012,December,Wednesday,8.947415950650129
5,clear,102.2,69.0,0.0,2012,July,Wednesday,5.389071729816501
6,cloudy,98.9,88.0,7.0,2012,May,Friday,7.270312886079025
15,light snow/rain,83.6,94.0,0.0,2011,November,Tuesday,6.066108090103747
16,clear,114.1,33.0,28.0,2011,June,Friday,8.236155661683124
23,light snow/rain,90.4,100.0,13.0,2011,May,Saturday,6.234410725718371
12,clear,97.2,64.0,17.0,2012,March,Monday,8.08301991917133
22,clear,53.2,38.0,13.0,2011,January,Sunday,5.802118375377063
20,cloudy,73.5,56.99999999999999,0.0,2012,February,Friday,7.560080465021827
11,cloudy,53.2,42.0,6.0,2012,January,Wednesday,6.331501849893691
16,clear,85.3,41.0,30.0,2011,March,Saturday,7.8547691834991324
2,clear,102.2,83.0,22.0,2011,June,Friday,5.049856007249537
14,light snow/rain,92.1,88.0,19.0,2011,September,Tuesday,5.68697535633982
16,clear,85.3,41.0,26.0,2011,March,Sunday,7.857867559331803
13,clear,59.9,40.0,30.0,2012,February,Sunday,7.460490305825338
11,cloudy,73.5,56.99999999999999,7.0,2011,February,Monday,6.950814768442584
11,cloudy,97.2,73.0,26.0,2012,October,Monday,7.970740390007095
20,clear,90.4,59.0,22.0,2011,December,Thursday,7.936660155225426
6,clear,93.8,94.0,0.0,2011,June,Friday,7.105786129481271
2,clear,105.6,61.0,15.0,2011,July,Monday,4.68213122712422
1,clear,92.1,88.0,0.0,2012,March,Tuesday,5.062595033026967
14,clear,75.2,29.0,15.0,2011,March,Saturday,7.717796211013582
8,clear,105.6,42.0,17.0,2012,July,Wednesday,9.208839245849916
23,clear,107.3,79.0,6.0,2011,May,Tuesday,6.56244409369372
18,clear,75.2,53.0,11.0,2012,November,Friday,8.768729817231666
16,clear,76.9,32.0,19.0,2012,March,Tuesday,8.045908742270779
14,clear,80.2,50.0,30.0,2011,March,Saturday,7.462789157412448
15,cloudy,73.5,42.0,0.0,2011,January,Tuesday,6.877296071497429
13,clear,103.9,26.0,17.0,2011,June,Friday,7.9658927350845286
0,cloudy,103.9,79.0,19.0,2011,June,Wednesday,6.008813185442595
6,cloudy,85.3,88.0,11.0,2012,May,Thursday,7.44716835960004
0,clear,68.4,56.00000000000001,19.0,2012,November,Wednesday,5.673323267171493
13,clear,119.2,44.0,15.0,2012,August,Thursday,8.144388865547622
8,clear,102.2,83.0,7.0,2011,August,Friday,8.545391845774915
15,clear,78.5,46.0,11.0,2011,December,Monday,7.563200592358071
20,clear,112.4,62.0,20.0,2012,May,Monday,8.142063283104147
14,cloudy,90.4,72.0,13.0,2011,September,Saturday,8.047189562170502
15,clear,71.8,56.00000000000001,0.0,2011,January,Sunday,7.197435354096591
15,clear,85.3,51.0,20.0,2012,January,Sunday,7.950149887652018
22,clear,68.4,93.0,9.0,2011,February,Saturday,6.354370040797351
0,clear,103.9,79.0,11.0,2011,August,Monday,6.028278520230698
11,cloudy,73.5,81.0,11.0,2012,December,Sunday,8.325306029752582
2,clear,95.5,88.0,7.0,2011,June,Monday,4.382026634673881
7,clear,68.4,93.0,11.0,2012,January,Sunday,4.406719247264253
16,cloudy,107.3,37.0,7.0,2012,June,Saturday,8.633552992532433
9,cloudy,71.8,75.0,26.0,2012,April,Monday,8.14002395246292
12,light snow/rain,100.5,73.0,0.0,2012,August,Sunday,8.071218539969863
16,clear,71.8,45.0,20.0,2012,March,Monday,7.842278779117352
22,clear,102.2,89.0,9.0,2011,May,Sunday,7.471932078245122
23,clear,93.8,68.0,7.0,2012,September,Wednesday,7.347299700743164
15,clear,109.0,48.0,20.0,2012,September,Wednesday,8.157370441186774
14,clear,117.5,38.0,22.0,2012,August,Tuesday,7.9483852851118995
19,clear,73.5,53.0,15.0,2012,December,Tuesday,8.613593685702552
3,cloudy,95.5,64.0,19.0,2012,September,Wednesday,4.6443908991413725
13,cloudy,109.0,74.0,22.0,2011,August,Saturday,7.388946097618437
18,clear,120.8,42.0,11.0,2011,July,Sunday,7.9208096792886
5,clear,78.5,87.0,6.0,2012,December,Tuesday,6.139884552226255
19,cloudy,75.2,36.0,9.0,2011,February,Sunday,6.267200548541362
3,cloudy,68.4,81.0,9.0,2012,December,Saturday,5.209486152841421
1,clear,65.0,87.0,17.0,2011,October,Sunday,6.222576268071369
12,cloudy,71.8,49.0,9.0,2012,December,Friday,7.806289289267033
1,cloudy,68.4,81.0,6.0,2012,December,Saturday,7.078341579557671
8,clear,63.3,69.0,7.0,2011,December,Tuesday,8.545391845774915
11,clear,117.5,28.000000000000004,20.0,2012,July,Monday,7.700747794511798
0,cloudy,92.1,88.0,0.0,2011,October,Tuesday,5.723585101952381
15,clear,110.7,29.0,19.0,2012,June,Friday,8.427487278331744
22,cloudy,80.2,82.0,0.0,2011,October,Monday,7.017506142941256
7,light snow/rain,85.3,82.0,24.0,2012,April,Thursday,7.973844375944687
9,clear,102.2,74.0,28.0,2011,August,Sunday,6.473890696352274
20,clear,81.9,62.0,11.0,2012,October,Thursday,8.562357743370612
2,clear,105.6,70.0,15.0,2012,June,Monday,5.0238805208462765
13,clear,65.0,25.0,6.0,2011,March,Thursday,6.8658910748834385
1,clear,115.8,56.00000000000001,7.0,2012,July,Sunday,7.286191714702382
21,clear,97.2,40.0,6.0,2012,March,Wednesday,8.150467911624004
18,clear,78.5,57.99999999999999,11.0,2012,December,Saturday,8.09925056179696
13,clear,120.8,27.0,22.0,2012,August,Friday,8.343553835005117
0,clear,73.5,87.0,6.0,2011,December,Monday,5.666426688112432
13,clear,83.6,51.0,28.0,2011,November,Friday,7.752764808851328
9,clear,66.7,38.0,13.0,2012,March,Tuesday,8.139148678884066
1,cloudy,66.7,87.0,6.0,2012,February,Monday,5.181783550292085
1,cloudy,65.0,93.0,7.0,2012,January,Tuesday,4.007333185232471
11,clear,81.9,38.0,20.0,2012,March,Wednesday,7.544861068658458
15,clear,88.7,27.0,19.0,2012,April,Friday,8.643297068211963
4,cloudy,80.2,71.0,19.0,2011,November,Sunday,4.948759890378168
0,clear,105.6,79.0,7.0,2011,July,Tuesday,5.746203190540153
13,clear,73.5,21.0,15.0,2011,February,Tuesday,6.891625897052253
6,clear,83.6,72.0,15.0,2012,May,Thursday,7.470224135899966
14,cloudy,76.9,81.0,9.0,2011,April,Saturday,7.691200097522863
15,clear,114.1,46.0,11.0,2012,August,Thursday,8.243282523048375
13,clear,124.2,31.0,13.0,2012,July,Tuesday,7.846980982138788
20,cloudy,93.8,68.0,9.0,2011,September,Monday,7.950854857719988
1,clear,76.9,87.0,0.0,2011,October,Sunday,6.75343791859778
16,cloudy,93.8,88.0,15.0,2011,October,Wednesday,6.529418838262226
5,clear,97.2,43.0,19.0,2012,June,Wednesday,6.118097198041348
21,clear,107.3,48.0,6.0,2012,August,Tuesday,8.255048902752295
14,clear,73.5,45.0,17.0,2011,December,Thursday,7.430707082545968
18,clear,80.2,40.0,15.0,2012,February,Wednesday,8.703672758358856
8,clear,97.2,46.0,6.0,2011,June,Saturday,7.282761179605593
21,clear,85.3,87.0,7.0,2011,October,Monday,7.356279876550748
19,cloudy,83.6,67.0,31.0,2011,October,Thursday,7.913521017283895
19,clear,87.0,67.0,15.0,2011,November,Sunday,7.396335293800808
18,clear,71.8,45.0,11.0,2012,December,Sunday,7.057036981697891
5,clear,68.4,75.0,6.0,2012,February,Wednesday,5.929589143389895
21,clear,110.7,55.00000000000001,15.0,2012,June,Sunday,7.949091499830517
2,clear,68.4,65.0,11.0,2011,December,Saturday,6.39024066706535
14,cloudy,114.1,38.0,0.0,2012,July,Friday,8.312626025674962
